timestamp,CH4,C2H6,N2,CO2,H2S_ppm,pressure_bar,temperature_C,flow_rate_m3h
2024-01-01 00:00:00,90.09141512392632,3.070903527706238,2.06582759386045,0.5024368590634952,1.7759746376304586,50.17342287920957,14.97662382883279,4959.706700497944
2024-01-01 01:00:00,90.24297696846719,2.8728683685044194,2.067096120938895,0.5037738619454463,1.623498092105082,52.08662237756947,15.12309292608669,5271.929302351924
2024-01-01 02:00:00,91.2997512840443,2.8045602545293082,2.1904664594369834,0.5096209408463698,1.6714530448062637,52.390805392145296,15.230994331794356,5603.003920912123
2024-01-01 03:00:00,91.8081762009677,2.6121841647374917,2.263053972509743,0.531794461908906,1.6701186980418994,53.93910276169455,14.902236330814887,5703.703252369498
2024-01-01 04:00:00,91.29555418058081,2.6373210085558294,2.2947876416173236,0.4954925136388363,1.4363164643676318,54.58910965272379,15.439899288072583,5954.509421015026
2024-01-01 05:00:00,91.72682398697224,2.5307184505821962,2.3458487005356212,0.5156220368976733,1.3805387143044359,54.877289858318335,15.864868879205659,6073.958560869554
2024-01-01 06:00:00,92.26053055005434,2.521739381310733,2.2150419315761427,0.49794653847964115,2.4860149060686636,55.38051825542857,15.53288313521505,6063.0572182273445
2024-01-01 07:00:00,92.09539833098341,2.5236185524269246,2.1987744012462147,0.530413043072885,2.3344205652725694,54.44565182806268,14.18857310707262,6085.706014877278
2024-01-01 08:00:00,92.02130896159231,2.5417135490079557,2.2560021336108083,0.5255649402262816,1.5886010701579778,53.84559016061878,15.112279992672114,5968.565197756046
2024-01-01 09:00:00,91.48806568877797,2.6463624688819776,2.2107896596080674,0.5544127688468746,2.4442011793390326,53.75196894784391,15.142162102227225,5877.281419213488
2024-01-01 10:00:00,91.62858957540499,2.727870488100532,2.098338558748291,0.5364376380256516,2.1546563864596657,51.680986525060824,15.692852635031104,5676.75844501821
2024-01-01 11:00:00,91.15023976959118,2.918567780580979,2.102373668734503,0.531112419763914,1.838103178894958,51.549866096261596,14.804353755234649,5534.005652849965
2024-01-01 12:00:00,90.45300793868162,2.989847141646567,2.0915067527877085,0.5384541729503013,1.3870846693393442,49.435916439544854,14.565857245951301,5178.676589701467
2024-01-01 13:00:00,90.2870608063121,3.054584161161565,2.0418475677309216,0.5811953470994498,2.1707235487123344,49.46486946773055,15.511044607254176,4966.216976793699
2024-01-01 14:00:00,89.63945362468726,3.1660288132505356,1.9920253652530706,0.5185983877812257,2.9326902732847278,47.30186718019299,15.0908005275576,4731.319058231907
2024-01-01 15:00:00,88.85917451314688,3.2672174829772525,1.6572440614686976,0.5406528856392219,2.0072857698173325,47.191081653010265,14.79570525942053,4626.745207904418
2024-01-01 16:00:00,88.94098113944708,3.4639112397699163,1.6248058677662316,0.5570521666863636,2.4993264882978536,45.564463686925116,14.984702940852426,4391.017888494966
2024-01-01 17:00:00,88.37333332233224,3.425387697575862,1.6822281431835457,0.5466534896257488,1.8941410701519492,45.04360094969555,14.416384920059159,4286.425846972375
